Song ID,Artist,Title,Album,Year,Date,Raw Lyrics
478,Arctic Monkeys,"Hold On, We're Going Home (Cover)",,,,"I want your hot love and emotion endlessly
I can't get over you, you left your mark on me
I want your hot love and emotion endlessly
Because you're a good girl and you know it
You act so different around me
Because you're a good girl and you know it
I know exactly who you could be
Just hold on, we're going home
Just hold on, we're going home
It's hard to do these things alone
Just hold on, we're going home
I got my eyes on you, you're everything that I see
I want your hot love and emotion endlessly
I can't get over you, you left your mark on me
I want your hot love and emotion endlessly
Because you're a good girl and you know it
You act so different around me
Because you're a good girl and you know it
I know exactly who you could be
Just hold on, we're going home
Just hold on, we're going home
It's hard to do these things alone
Just hold on, we're going home
You're the girl, you're the one
Gave you everything I love
I think there's something, baby
I think there's something, baby
You're the girl, you're the one
Gave you everything I love
I think there's something, baby
I think there's something, baby
Because you're a good girl and you know it
You act so different around me
Because you're a good girl and you know it
I know exactly who you could be
Just hold on, we're going home
Just hold on, we're going home
It's hard to do these things alone
Just hold on, we're going homeEmbed"
479,Arctic Monkeys,Choo Choo,Beneath the Boardwalk,,,"My baby wants to drive the train
But don't you let her
Well, don't you let her touch the tracks
I said, my baby wants to drive the train
Well, all aboard, yeah
And don't forget to mind the gap

Well, don't you let her
Don't you know
She's sick and tired of
Being in the background
The passenger
Let her drive the train, oh

Choo-choo!
Why don't you let her drive the train? Oh
Choo-choo!
Why don't you let her drive the train? Yeah

She's setting off from platform four
Well, make your way down
We'll shut the door about quart to five
I said, she's setting off from platform four
And they've decided
That they're gonna let her drive
Well, don't you let her
No, don't you know
She's sick and tired of
Being in the background
The passenger
Let her drive the train, oh

Choo-choo!
Why don't you let her drive the train? Oh
Choo-choo!
Why don't you let her drive my train? Yeah, woah


Choo-choo!
Choo-choo!
Choo-choo!
Choo-choo!3Embed"
480,Arctic Monkeys,Riot Van (Demo),Beneath the Boardwalk,,,"And the coppers kicked him in
And there was no way he could win
Just had to take it on the chin
Smoked a bong a last night
And stole somebody's telephone
He thinks it's all alright
But they've left him on his own, on his own
But baby stop calling
Over and over, yeah
And give me some funny cigarettes
And do what they told you, yeah
Pinched a car with one headlight
And lost control, the passengers were screaming
Made him shut his eyes right tight
And think of you, and hope that he was dreaming
Then up rolled the riot van
And called the fire brigade
But it was already too late
And there was no arrests to make
Ohhhhh!
But baby stop calling
Over and over yeah
And give me some funny cigarettes
And do what they told you, yeah2Embed"
481,Arctic Monkeys,Stickin' to the Floor,When the Sun Goes Down - Single,2006,2006-01-01,"Won't somebody let me out?
Don't want to stick around no more
I'm sick of lookin' at you strange
I'm sick of stickin' to the floor

Not one of you has got an ounce of style in ya
Said, not one of you, no

Well, fuck it all and break your nose
If they keep on pushin' you around
If they keep on steppin' on your toes
And pick you up when you fall down

Not one of you has got an ounce of style in ya
Said, not one of you, no


Not one of you has got an ounce of style in ya, no
Said, not one of you, no2Embed"
482,Arctic Monkeys,The Jam of Boston,,,,
483,Arctic Monkeys,Curtains Closed,Beneath the Boardwalk,,,"I said I wanted it long, but she cut it short
And now I'm catching a cold
I told you not, but no cracking in the duvet
But it was already rolled

Oh, I turned down my lights
And my curtains weren't closed
I turned down my lights
And my curtains weren't closed
I turned down my lights
And my curtains weren't closed
Oh, well, I turned down my lights last night
Oh, baby, I must be mad

Well, I don't care about your massage oils
It's got my skin going red
'Cause I'm a mad motherfucker with my curtains open
Sitting tucked up in bed

I turned down my lights
And my curtains weren't closed
I turned down my lights
And my curtains weren't closed
Oh, well, I turned down my lights
My curtains weren't closed last night
Oh, baby, I must be mad

I turned down my lights
And my curtains weren't closed
Oh, well, I turned down my lights
And my curtains weren't closed
Oh, yeah, well, I turned down my lights
And my curtains weren't closed last night
Oh, baby, I must be madEmbed"
484,Arctic Monkeys,Diamonds Are Forever,All The Rage,,,"Diamonds are forever
They are all I need to please me
They can stimulate and tease me
They won't leave in the night
I've no fear that they might desert me

Diamonds are forever
Hold one up and then caress it
Touch it, stroke it and undress it
I can see every part
Nothing hides in the heart to hurt me

I don't need love
For what good can love do me?
Diamonds never lie to me
For when love's gone
They'll luster on

Diamonds are forever
Sparkling 'round my little finger
Unlike men, the diamonds linger
And men are mere mortals who
Are not worth going to your grave for
I don't need love
For what good can love do me?
Diamonds never lie to me
For when love's gone
They'll luster on

Diamonds are forever, forever, forever
Diamonds are forever, forever, forever
Forever and ever1Embed"
485,Arctic Monkeys,Scummy,Beneath the Boardwalk,,,"So who's that girl there?
I wonder what went wrong so that she had to roam the streets
She don't do major credit cards, I doubt she does receipts
It's all not quite legitimate
And what a scummy man
Just give him half a chance, I bet he'll rob you if he can
I can see it in his eyes, yeah that he's got a driving ban
Amongst some other offences
And I've seen him with girls of the night
And he told Roxanne to put on her red light
They're all infected but he'll be alright
'Cause he's a scumbag, don't you know?
I said he's a scumbag, don't you know?


Although you're trying not to listen
I bet your eyes are staring at the ground
She makes a subtle proposition
""I'm sorry love, I'll have to turn you down""
And oh, he must be up to summat
What are the chances? Sure it's more than likely
I've got a feeling in my stomach
And start to wonder what his story might be
What his story might be, yeah
They said it changes when the sun goes down
They said it changes when the sun goes down
They said it changes when the sun goes down
Around here
Around

And look, here comes a Ford Mondeo
Isn't he Mr. Inconspicuous?
And he don't have to say 'owt
She's in the stance ready to get picked up
And she's delighted when she sees him
Pulling in and giving her the eye
Because she must be fucking freezing
Scantily clad beneath the clear night sky
She don't stop in the winter, no and

They said it changes when the sun goes down
They said it changes when the sun goes down
They said it changes when the sun goes down
Around here
Well they said it changes when the sun goes down
Yeah they said it changes when the sun goes down
They said it changes when the sun goes down
Around here
Around here
What a scummy man
Just give him half a chance, I bet he'll rob you if he can
Can see it in his eyes that he's got a nasty plan
I hope you're not involved at all2Embed"
486,Arctic Monkeys,Knock a Door Run,Beneath the Boardwalk,,,"Watch me, watch me go
Well, I'm struttin' up ever so slow
And now sting me, get in the groove
'Cause they're bangin' on the door
Yes, they're hard and they'll make a move

We're wakin' up those sleepers
You know we're so mischievous
Just what you'll do to keep us entertained
We're wakin' up those sleepers
You know we're so mischievous
Just what you'll do to keep us entertained

(Knock, run)
She's got you up and she's run, run, runnin' away
(Knock, run)
You're knockin' first if you think that you're comin' to play
And I don't mind
'Cause all the time you're talkin' at me
No, I don't mind at all

Oh, well, cap-guns and polystyrene planes
Well, I'm buyin' penny bubblies with my change
'Cause sting me, get in the groove
'Cause they're bangin' on the door
Yes, they're hard and they'll make a move
We're wakin' up those sleepers
You know we're so mischievous
Just what you'll do to keep us entertained
Well, now she said she's going
She's got the towel to throw in
Was just about to blow him and ran away

(Knock, run)
She's got you up and she's run, run, runnin' away
(Knock, run)
You're knockin' first if you think that you're comin' to play
And I don't mind
'Cause all the time you're talkin' at me
No, I don't mind at all1Embed"
487,Arctic Monkeys,Space Invaders,Beneath the Boardwalk,,,"Space invaders flying home
And they're going to hit the sack
And they're probably going to die getting high
Cause they're mixing crazy moments with the crack
And she's kissing all the boys
She's to clever to be slack
But she's bound to go away for a day
And she'll like it, so she won't be coming back

Baby, baby, baby
Your good old days have died
Baby, baby, baby
Now won't you dry your pretty eyes
Baby, baby, baby
Your good old days are dead
Come on

Spot big bell bottom cords
And a matching with a hat
And you're a rule breaker, baby
Can't you see me standing only in your way to hit the sack
And she's kissing all the boys
She's too clever to be slack
But she's bound to go away for a day
And she'll like it, so she won't be coming back

Baby, baby, baby
Your good old days have died
Baby, baby, baby
Won't you dry your pretty eyes
Baby, baby, baby
Your good old days are dead
Come onEmbed"
488,Arctic Monkeys,Ravey Ravey Ravey Club,Beneath the Boardwalk,,,"She's been thinking, well fuck it all, we're not going home today
And she's been eating too much magic beans to walk home anyway
And you can't fool me, come down to the dirty ground
Put up your picture and the playful word will get around
Yeah, word will get around, yeah
Yeah, word will get around

Everyone's feeling alright
I won't be sleeping today
I won't be sleeping tonight

Feeling silly, feeling oh so sick
And I can't see you through the smoke because the cloud's so thick
And there's a fire as you're dancing to the disco sound
Put up your picture baby and word will get around
Yeah, word will get around, yeah
Yeah, word will get around

Everyone's feeling alright
I won't be sleeping today
I won't be sleeping tonightEmbed"
489,Arctic Monkeys,On the Run from the MI5,Beneath the Boardwalk,,,"Come and take a leaf out of my book
I'm a crack-dealing crook
Selling lots of rock and roll to the masses
And I know if you wanna take a trip to the city
We can go (To Gibraltar)
We can go (To Gibraltar)

Let's go, let's go, let's go, come on
Come on, come on, come on, come on
Let's go, let's go, let's go, come on
Give me your switch card
I'll book some flights

1996 and I'm stuck at the bottom of a truck
On the run from the MI5, got detectives
And I'll say if you catch me that I really wish
That I had stayed (In Gibraltar)
That I had stayed (In Gibraltar)

Let's go, let's go, let's go, come on
Come on, come on, come on, come on
Let's go, let's go, let's go, come on
Give me your switch card
I'll book some flightsEmbed"
490,Arctic Monkeys,Bigger Boys and Stolen Sweethearts (Demo),Beneath the Boardwalk,,,"There's always somebody taller
With more of a wit
And he's equipped to enthrall her
And her friends think he's fit
And you just can't measure up no
You don't have a prayer
Wishing you had made the most of her
When she was there

They've got engaged
No intention of a wedding
He's pinched your bird
And he'd probably kick your head in

Bigger Boys and Stolen Sweethearts
You're better off without her anyway
You said you wasn't sad to see her go
Oh no

He might be one of those boys
That's all pretty and vain
Likes to go in the sunbed
And stays out of the rain
So that he don't get his hair wet
You wouldn't want that
At least he hasn't got a Nova
Or a Burberry hat
They've got engaged
No intention of a wedding
He's pinched your bird
And he'd probably kick your head in

Bigger Boys and Stolen Sweethearts
You're better off without her anyway
You said you wasn't sad to see her go
Of course you were

Have you heard what she's been doing?
Never did it for me
He picks her up at the school gates
At twenty past three
She's been with all the boys
But never went very far
She wagged English and Science
Just to go in his car

They've got engaged
No intention of a wedding
He's pinched my bird
And he'd probably kick my head in, oh
Now the girls have grown
But I'm sure they still carry on in similar ways
Bigger Boys and Stolen Sweethearts
So I'm better off without her anyway
I said I wasn't sad to see her go
But I'm only pretending, you know
Yeah, I'm only pretending, you know
Yeah, I'm only pretending, you know
Oh I'm only pretending, you knowEmbed"
491,Arctic Monkeys,Have A Cigar,,2018,2018-06-08,"You're gonna go far
You're never gonna die
But if you try, I won't stop you
Get a face tat and take some Xanax
We'll buy you a new liver
By the way which one is FIDLAR
Well don't you know the name of the game
It's called the streaming train
Well don't you know the name of the game
It's called the streaming train
Streaming train
Streaming train
We're still tired that you wanna sell out
Yeah but fuck the people
They don't count
And everybody else is just green
And everybody else is just obscene
Yeah we''ll built this monster if we built together
Well don't you know the name of the game
It's called the streaming train
Well don't you know the name of the game
It's called the streaming train
Streaming train
Streaming train
So FUCK Y'ALL, all of y'all
If y'all don't like me, BLOW ME!
Y'all are gonna keep fuckin around wit me
And turn me back to the old me
Come in here dear boy have a cigar
You're gonna go far
You're never gonna die
But if you try, I won't stop you
Get a face tat and take some Xanax
(This band is just super sick)
We'll buy you a new liver
By the way which one is FIDLAR
Well don't you know the name of the game
It's called the streaming train
Well don't you know the name of the game
It's called the streaming train
Streaming train
Streaming trainEmbed"
492,Arctic Monkeys,The Death Ramps,Teddy Picker - Single,2007,2007-12-03,
493,Arctic Monkeys,Love Machine,,,,"We're living in two tribes and heading for war
Well, nobody's perfect, we've all gotta work it
But fellas, we're worth it so don't break the law
Your call's late, big mistake
You gotta hang about in limbo for as long as I take
Next time, read my mind and I'll be good to you
We're gift-wrapped kitty cats
We're only turning into tigers when we gotta fight back
Let's go, Eskimo, out into the blue
Come take my hand, understand that you can
You're my man and I need you tonight
Come make my dreams, honey, hard as it seems
Loving me is as easy as pie
(Ai)
I'm just a love machine, feeding my fantasy
Give me a kiss or three and I'm fine
I need a squeeze a day 'stead of this negligee
What will the neighbors say this time?
I've been going crazy while you sleep
Thinking of a language that the two of us can speak
So Mr. Prehistoric, make your wheel
And I'll breathe underwater 'cause I like the way it feels
I said your call's late, big mistake
You gotta hang about in limbo for as long as I take
Next time, read my mind and I'll be good to you
We're gift-wrapped kitty cats
We're only turning into tigers when we gotta fight back
Let's go, Eskimo, out into the blue
Come take my hand, understand that you can
You're my man and I need you tonight
Come make my dreams, honey, hard as it seems
Loving me is as easy as pie
I'm just a love machine, feeding my fantasy
Give me a kiss or three and I'm fine
I need a squeeze a day 'stead of this negligee
What will the neighbors say this time?
Oh, it's very new
Can anybody tell me what to do?
Oh, this feeling's very strange
Can anybody tell me what's your game?
(Oh)
A little education
(Oh)
To give you motivation
(Oh)
We'll turn the situation round
(Oh, Oh)
(Oh)
Making you a stranger
(Oh)
I'll only re-arrange ya for now
(Oh)
I'm just a love machine
(Oh)
To give you motivation
(Oh)
I'm just a love machine
(Oh)
I'm just a love machine
(Oh)
To give you motivation
(Oh)
I'm just a love machineEmbed"
494,Arctic Monkeys,Wavin' Bye to the Train or the Bus,Beneath the Boardwalk,,,"I'll give you anything, yeah
In return for the noises you've got
And I can see you want to be attended to
Just count to twenty-nine and I'll attend to you
Oh for sure... well certainly, yeah yeah yeah
Wavin' bye to the train or the bus
I'm ever so worried because...
I don't want to get all forgotten...
So very comfortable..
Don't really need to put up my feet
And even in fat sam's grand slam
Can't see it being easier to speak
When you've karate-kicked your way to someone new
And I'm a memory and don't know what to do
All on his own...
Collecting his dole n' stuff
Wavin' bye to the train or the bus
I'm ever so worried because...
I don't want to get all forgotten...
Cause we know
Yeah, we know-oh-oh-oh
Oh we know, a woah-oh-oh
Don't know where we're going, baby
I s'pose it depends
But even if we're all far apart
We can all come back and all be fine
We'll be able to be together again
Be together again
Be together again
Be together again
Be together again
Be together again
Be together again
Everybody will be together again!1Embed"
495,Arctic Monkeys,Come Together,,,,"Groovin' up slowly, he got
Ju-ju eyeballs, he want
Holy rollers, he got
Hair down to his knees
Got to be a joker, he just do what he please
He wear no shoeshine, he got
Toe jam football, he got
Monkey finger, he shoot
Coca-Cola, he say
I know you, you know me
One thing I can tell you is: you got to be free
Come together
Right now
Over me
He bag production, he got
Walrus gumboot, he got
Ono sideboard, he one
Spinal cracker, he got
Feet down below his knees
Hold you in his armchair, you can feel his disease
Come together
Right now
Over me
Owaaa
Come together, yeah
Come together, yeah
Come together
Come together, yeahhhhh
Come together, yeahhhhh
Come togetherEmbed"
496,Arctic Monkeys,On a Mission,,,,"But that won't stop my prowess rubbing off onto another
Elevating higher as my body's moving lower
Now I'll reach my element, you better move over
But he doesn't, he blocks my way
I try to push past, but he wants to play
So I sip his drink as I hold his gaze
As we erupt into the room
And feel the sub go boom
A feeling easy to resume
This right here, I swear, will end too soon
Sink in to the tune
As I inhale the fumes
A feeling easy to resume
This right here, I swear, will end too soon
My limbs seem to move what the beats dictate to me
I push into the middle, the sound becomes a part of me
Taking me back to that sweet familiarity
Watching my adrenaline rise, I feel the eyes on me
Sip the bottle now, don't be slow
Keep up with me as we lose control
Keep up with me as we lose control
As we erupt into the room
I feel the sub go boom
A feeling easy to resume
This right here, I swear, will end too soon
Sink in to the tune
As I inhale the fumes
A feeling easy to resume1Embed"
497,Arctic Monkeys,Dancing Shoes (Demo),Beneath the Boardwalk,,,"Get on your dancing shoes
There's one thing on your mind
Hoping they're looking for you
Sure you'll be rummaging through
Oh and the shit, shock, horror
You've seen your future bride
Oh, but it's oh so absurd
For you to say the first word so you're waiting and waiting and

The only reason that you came
So what you scared for?
Well, don't you always do the same?
It's what you there for, don't you know?

The lights are flashing
Down in here tonight
And some might exchange a glance
But keep pretending to dance
Don't act like it's not happening
As if it's impolite
To go and mention your name
Instead you'll just do the same as they all do, and hope for the best
The only reason that you came
So what you scared for?
Well, don't you always do the same?
It's what you're there for, but no


Get on your dancing shoes
You sexy little swine
Hoping they're looking for you
Sure, you'll be rummaging through
Oh and the shit, shock, horror
You've seen your future bride
Oh, but it's oh so absurd
For you to say the first word so you're waiting and whoaEmbed"
498,Arctic Monkeys,Arctic Monkeys - How We Wrote 'I Bet You Look Good On The Dancefloor',,2011,2011-11-11,"I did find like the lyrics for it like not long ago like scribbled on like a piece of paper, it was quite funny
Like find like the -
(Was there any different changes?)
Oh yea, like loads, yeah they were all sort of stuff about like cigarettes and stuff, I don't know but erm
(Not any you regretted not putting in there now?)
No no no, they were all, there were some stinkers in there
Arguably there still is but erm
(Laughing)
They, erm, it was... can't remember, I can remember recording it like the first time we did it
Well cause we did it with this guy Alan Smyth in Sheffield, that we did like a lot, like all his first sort of recordings with
And there was this version of it, and then when we started like, we started this first record with
Like when we were beginning to sort of proper make the record,
We started with James Ford and this guy Mike Crossey, in Liverpool
And we had like a week and we'd been on tour and we play- we recorded like ten songs in a week or somet
And we were like ""this is it! we've gon- done his album""
Y'know
""Fucking put it out tomorrow please, yesterday if you can""
And erm
But everything was kinda recorded at like, did it on tape and played everything at like 300 miles an hour
And it were like, it kinda, bit too like live or something I don't know
And at that point, it was suggested to us that perhaps we'd like try a different avenue so then we went back with this producer called Jim Abbiss
And went to a studio in Lincoln
And er, and sorta, y'know sorta, recording...
But y'know going through the songs and like listening to the demos
And sorta tryna, you know, pick the best bits about and whatever
Cause everyone were kinda really into these demos of it
So we sorta wanted to get a bit of that but kinda like a better recording of it
It was weird cause when we were... recording that tune
The video was already like on telly for it
Like cause w- people'd be like watching TV in't other room like ""ahh quick we're on we're on MTV or whatever""
Cause like the v- the version we did for the video
Like we just made another recording like it's just us playing like a TV studio or whatever and-
(It was a live thing wasn't it? The video was telling a live performance)
Yeah that version of it was just like there and then
So it's weird like we were tryna cut this single in one room
And it was like on telly in like the other room like us
""Erm, yeah, just use that""
But erm, but no we did it with, er, did it again, yeah did it there with Jamie like in, in Lincoln
And then that became the... version
But it all came from that like drum thing on the beginning, you know like the, I mean originally, that was like the
What was like the first part of that song, was like that kinda drum thing
(Can you remember sorta coming up with the guitar bit and all that stuff? was that you? was that cookie or?)
I play like the lead on it yeah, and like this sorta cord thing, not really, I can't really, can't remember, what, when that happened or what even like, what practice room we were in at that time really but
I remember Matt playing that thing round, cause I think I guess it was like some exercise or something he'd like seen somewhere or like a version of it which he'd like sped up or somet and he were like doing it as fast as he could and then
Like a lot of them songs, like then, used to come from something like that he'd play
(Really?)
He almosts like plays, like riffs on drums sometimes or whatever, or plays like leads or somet so
(What does it mean to you now that song? at this moment in time)
It's like more fun than ever to play it now
Like I think I probably fell out with it for a, for a moment like somewhere along the way
But I kinda
Yeah I fell out with eve-
I fall out with all of them at some point, but that's definitely one that like
I'd never imagine like not playing it
And now when it kinda comes round in sets, it's just like, fun y'know
Like that's it
It's erm
Yeah no we all sorta really enjoy playing that
And it's one of them you can like
Cause some of the other songs we've written since then I guess are a bit more like complex and you have to kinda concentrate a little bit more
And like think about singing in tune and like playing the right notes
And that one...
(Yeah)
You can sorta, just like have a laugh with... few minutes
(Oh cool)
Still manage to murder it sometimes though, it kinda feels like a lot of them older tunes
We don't play a lot of them because it feels like you can't anymore, like whatever it took to sorta write and like play them songs when we used to, 'int' there anymore
And for some reason, some of them have a longer shelf life than other ones
Or it sorta sometimes feel like we're doing like covers of-
It feels like they're cover songs that we play like
(Really?)
But we kinda can't do a cover of Fake Tales of San Francisco but I think we do a pl- a pretty good I Bet You Look Good On The Dancefloor cover.Embed"
499,Arctic Monkeys,Sandtrap,,,,"When you leave us through the patient doors
That rattle in your ear will be the sound of our applause
Rapturous, considered and due
Oh, the nasty laughter and desperate smirks
Are tangled in the boredom where our brittle kisses lurk
Well, how can I believe you when you can't believe your luck?

And the shards of past attraction lie visible but shy
And blunt and weak and worn
Away by whining in the emery paper voice you use to speak
Oh, the shards of past attraction lie visible but shy
And blunt and weak and worn
Away by whining in the emery paper voice you use to speak

In the trap
You only want to be the first to laugh
You only want to be the first in the sandtrap
You only want to be the first to laugh


And your climbing holes and cinder claws
Ring out like the calenture that you sent us all towards
Farewell, farewell, farewellEmbed"
500,Arctic Monkeys,Put Me In A Terror Pocket,,,,"Dipped in the sort of talk to make you keep the gaze
It's all a trick
The slicked back slimy arms have got a war to wage
He's got a laugh like a crackling wire
And he wants to put the bite marks on you
He wants to put the bite marks on you
And he twists my guts
As the only thing that's repelling as his invitations
Are his excuses
And he said ""I am the conductor
Put me in a terror pocket""
He did a stint
Master in a craft
He'd squint through his spectacle
He'd drop a dirty hint if he thinks that he could impress you with the unacceptable
And he has turned through all the pages with his fingers
And covered them with goo
And he wants to put the bite marks on you
He wants to put them on you and it hurts my back
Because the only thing that's as heavy as the adoration
Is the days of hanging out on his lawn
And he spilled without a sounding alarm
And he frightened me to death
When he said ""I am the conductorEmbed"
501,Arctic Monkeys,Artist Archive: Arctic Monkeys,Genius Artist Archives,,,"Filmography
Awards & Accomplishments
Interviews
2016
ARTICLE NAME, PUBLISHER NAME, DATE PUBLISHED
2015
Arctic MonkeysEmbed"
502,Arctic Monkeys,Wagon On The Way To The Stripey Tent,,,,
503,Arctic Monkeys,Arctic Monkeys Freestyle,,2015,2015-05-19,Arctic Monkeys Freestyle LyricsUnavilableEmbed
504,Arctic Monkeys,The Bakery (Acoustic),,,,"I wish you would have smiled in the bakery
Or sat on a tatty settee
At a mutual friend's gathering
And the more you keep on looking, the more it's hard to take
Love, we're in stalemate
To never meet is surely where we're bound
There's one in every town
Just there to grind you down

I wish I would have seen you in the post office
Well, maybe I did and I missed it
Too busy with the mind on clever lines
Why not the rounders pitch or the canteen?
You're slacking, love, where have you been?
Just had to go and wait until tonight

To give me the invite
Don't worry, it's alright

I wish I would have seen you down in the arcade
Sipping on a lemonade
In the paper cup and chewing on the straw
And I wish I'd seen you in the bakery
But if I'd seen you in the bakery
You probably wouldn't have seen meEmbed"
505,Arctic Monkeys,Reckless Serenade (Acoustic),,,,"Topless models doing Semaphore
Wave their flags as she walks by and get ignored
Illuminations on a rainy day
When she walks, her footsteps sing a reckless serenade

I've been trying to figure out exactly what it is I need
Called up to listen to the voice of reason
And got the answering machine

The type of kisses where teeth collide
When she laughs, the heavens hum a stun gun lullaby
Those twinkling vixens with the shining spiral eyes
Their hypnosis goes unnoticed when she's walking by

I've been trying to figure out exactly what it is I need
Called up to listen to the voice of reason
And got his answering machine

I left my message but did he fuck get back to me?
And now I'm stuck still wondering how it's meant to be
Singing a reckless serenade, reckless serenade
Reckless serenade, reckless serenadeEmbed"
506,Arctic Monkeys,A Certain Romance (Demo),Beneath the Boardwalk,,,"Well, oh, they might wear classic Reeboks
Or knackered Converse, or tracky bottoms tucked in socks
But all of that's what the point is not
The point's that there in't no romance around there
And there's the truth that they can't see
They'd probably like to throw a punch at me
And if you could only see them then you would agree
Agree that there in't no romance around there

You know? Oh, it's a funny thing, you know
We'll tell 'em if you like, we'll tell 'em all tonight
They'll never listen, 'cause their minds are made up
And 'course it's all okay to carry on that way

'Cause over there there's broken bones
There's only music so that there's new ringtones
And it dun't take no Sherlock Holmes
To see it's a little different around here
Don't get me wrong though, there's boys in bands
And kids who like to scrap with pool cues in their hands
And just 'cause he's had a couple of cans
He thinks it's all right to act like a dickhead
Don't you know? Oh, it's a funny thing, you know
We'll tell 'em if you like, we'll tell 'em all tonight
They'll never listen, 'cause their minds are made up
And course it's all okay to carry on that way

But I said no, oh no
Oh, you won't get me to go
Not anywhere, said anywhere
No, I won't go
Oh, no, no


Well over there, there's friends of mine
What can I say? I've known 'em for a long long time
And yeah they might overstep the line
But you just cannot get angry in the same way
No, not in the same way
Well, not in the same way
Oh no, oh no, noEmbed"
507,Arctic Monkeys,Mardy Bum (Demo),Beneath the Boardwalk,,,"Well, now then, mardy bum
I've seen your frown and it's like looking down
The barrel of a gun, and it goes off
And out come all these words
Oh, there's a very pleasant side to you
A side I much prefer

It's one that laughs and jokes around
Remember cuddles in the kitchen, yeah
To get things off the ground
And it was up, up, and away
Ah, but it's reight hard to remember that
On a day like today
When you're all argumentative
And you've got the face on

Well, now then mardy bum
Oh, I'm in trouble again, aren't I?
I thought as much
'Cause you turned over there
Pulling that silent disappointment face
The one that I can't bear
Can't we, laugh and joke around?
Remember cuddles in the kitchen, yeah
To get things off the ground
And it was up, up, and away
Ah, but it's reight hard to remember that
On a day like today
When you're all argumentative
And you've got the face on

And yeah, I'm sorry I was late
But I missed the train and then the traffic was a state
And I can't be arsed to carry on in this debate that reoccurs
Oh, when you say I don't care
But, of course I do, yeah, I clearly do


So laugh and joke around
Remember cuddles in the kitchen, yeah
To get things off the ground
And it was up, up, and away
But still it's reight hard to remember that
On a day like today
When you're all argumentative
And you've got the face onEmbed"
508,Arctic Monkeys,Fake Tales of San Francisco (Demo),Beneath the Boardwalk,,,"Fake tales of San Francisco
Echo through the room
More point to a wedding disco
Without a bride or groom
And there's a super cool band, yeah
With their trilbies and their glasses of white wine
And all the weekend rockstars are in the toilets
Practicing their lines

I don't want to hear you (Kick me out, kick me out)
I don't want to hear you, no (Kick me out, kick me out)
I don't want to hear you (Kick me out, kick me out)
I don't want to hear you, I don't want to hear your

Fake tales of San Francisco
Echo through the air
And there's a few bored faces at the back, all
Wishing they weren't there
And as the microphone squeaks
A young girl's telephone beeps
Yeah, she's dashing for the exit
Oh, she's running for the streets outside
""Oh, you've saved me,"" she screams down the line
""The band weren't very good and I'm not having a nice time""
I don't want to hear you (Kick me out, kick me out)
I don't want to hear you, no (Kick me out, kick me out)

Oh, his bird thinks it's amazing though, so all that's left
Is the proof that love's not only blind, but deaf

He talks of San Francisco, he's from Hunter's Bar
I don't quite know the distance, but I'm sure that's far
Yeah, I'm sure that's pretty far
And yeah, I'd love to tell you all my problem
You're not from New York City, you're from Rotherham
So get off the bandwagon, and put down the handbook
Yeah, yeah, yeah, yeah, yeah

Get off the bandwagon and put down the handbook
Get off the bandwagon and put down the handbook
Get off the bandwagon and put down the handbook
Get off the bandwagon and put down the handbook, yeahEmbed"
509,Arctic Monkeys,Stickin' To The Floor (Demo),Beneath the Boardwalk,,,"Won't somebody let me out?
Don't wanna stick around no more
I'm sick of lookin' at you strange
I'm sick of stickin' to the floor

Not one of you has got an ounce of style in ya
Said, not one of you, got an ounce of style

Well, fuck it all and break your nose
They keep on pushin' you around
They keep on steppin' on your toes
And pick you up when you fall down

Not one of you has got an ounce of style in ya
Said, not one of you, no


Oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh
Yeah, yeah, yeah

Not one of you has got an ounce of style in ya
Said, not one of you, noEmbed"
510,Arctic Monkeys,I Bet You Look Good On The Dancefloor (Demo),Beneath the Boardwalk,,,"Stop making the eyes at me
I'll stop making the eyes at you
What it is that surprises me
Is that I don't really want you to

And your shoulders are frozen (Cold as the night)
Oh, but you're an explosion (You're dynamite)
Your name isn't Rio, but I don't care for sand
And lighting the fuse might result in a bang, b-b-bang-oh

I bet that you look good on the dancefloor
I don't know if you're looking for romance or
I don't know what you're looking for
Well, I bet that you look good on the dancefloor
Dancing to electro-pop like a robot from 1984
Well, from 1984

I wish you'd stop ignoring me
Because it's sending me to despair
Without a sound, yeah, you're calling me
And I don't think it's very fair
That your shoulders are frozen (Cold as the night)
Oh, but you're an explosion (You're dynamite)
Your name isn't Rio, but I don't care for sand
And lighting the fuse might result in a bang, b-b-bang-oh

I bet that you look good on the dancefloor
I don't know if you're looking for romance or
I don't know what you're looking for
Well, I bet that you look good on the dancefloor
Dancing to electro-pop like a robot from 1984
Well, from 1984

Oh well, there in't no love
No Montagues or Capulets
Just banging tunes and DJ sets and
Dirty dancefloors and dreams of naughtiness

Well, I bet that you look good on the dancefloor
I don't know if you're looking for romance or
I don't know what you're looking for
I said, I bet that you look good on the dancefloor
Dancing to electro-pop like a robot from 1984
Well, from 1984Embed"
